,Unnamed: 0_x,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board
107,151,westerndigital,"$20,647.0",8.1%,$675.0,70.0%,"$29,235.0","$13,978.3",6,"71,600",6,Stephen D. Milligan,Chief Executive Officer &amp; Director,Technology,"Computers, Office Equipment","San Jose, Calif.",,23,"71,600","$20,647.0",8.1%,$675.0,70.0%,"$29,235.0",-,"$11,531.0",-,3.3%,2.3%,5.9%,2.2,64.2%,-11.2%,-5.4%,-52.2%,-12.9%,14.2%,78,15479,Information Technology,8,57.5,0.75,9.0,319943,0.25
108,152,visa,"$20,609.0",12.3%,"$10,301.0",53.8%,"$69,225.0","$343,774.2",8,"17,000",8,Alfred F. Kelly Jr.,Chief Executive Officer &amp; Director,Business Services,Financial Data Services,"San Francisco, Calif.",,11,"17,000","$20,609.0",12.3%,"$10,301.0",53.8%,"$69,225.0",-,"$34,006.0",-,50.0%,14.9%,30.3%,-,-,-,-,16.5%,19.7%,26.9%,110,188636,Information Technology,12,60.5,0.92,8.0,300085,0.25
109,153,lennar,"$20,571.6",62.7%,"$1,695.8",109.2%,"$28,566.2","$15,513.8",76,"11,626",76,Richard Beckwitt,Chief Executive Officer &amp; Director,Engineering &amp; Construction,Homebuilders,"Miami, Fla.",,15,"11,626","$20,571.6",62.7%,"$1,695.8",109.2%,"$28,566.2",-,"$14,581.5",-,8.2%,5.9%,11.6%,5.44,60.9%,20.9%,-,-37.9%,0.5%,17.2%,335,10261,Consumer Discretionary,9,65.0,0.78,10.0,232692,0.11
110,155,kohl's,"$20,229.0",5.9%,$801.0,-6.8%,"$12,469.0","$11,220.9",1,"81,500",1,Michelle D. Gass,Chief Executive Officer &amp; Director,Retailing,General Merchandisers,"Menomonee Falls, Wis.",,22,"81,500","$20,229.0",5.9%,$801.0,-6.8%,"$12,469.0",-,"$5,527.0",-,4.0%,6.4%,14.5%,4.84,-5.5%,3.6%,5.3%,26.7%,7.2%,9.1%,389,8970,Consumer Discretionary,9,57.0,0.89,8.0,217482,0.22
111,159,danaher,"$19,893.0",8.5%,"$2,650.9",6.4%,"$47,832.5","$94,485.9",2,"71,000",2,Thomas P. Joyce Jr.,"President, Chief Executive Officer &amp; Director",Health Care,Medical Products and Equipment,"Washington, D.C.",,29,"71,000","$19,893.0",8.5%,"$2,650.9",6.4%,"$47,832.5",-,"$28,214.4",-,13.3%,5.5%,9.4%,3.74,5.9%,-0.3%,6.6%,11.8%,12.4%,17.3%,321,63943,Industrials,10,63.0,0.7,14.0,236175,0.2
112,161,altriagroup,"$19,627.0",0.7%,"$6,963.0",-31.9%,"$55,638.0","$107,648.6",-8,"8,300",-8,Howard A. Willard III,Chairman &amp; Chief Executive Officer,"Food, Beverages &amp; Tobacco",Tobacco,"Richmond, Va.",,65,"8,300","$19,627.0",0.7%,"$6,963.0",-31.9%,"$55,638.0",-,"$14,787.0",-,35.5%,12.5%,47.1%,3.68,-30.7%,10.2%,4.5%,-27.7%,9.6%,18.5%,95,118562,Consumer Staples,11,65.0,0.64,7.0,308763,0.18
113,162,bankofnewyorkmellon,"$19,214.0",15.6%,"$4,266.0",4.3%,"$362,873.0","$48,152.7",12,"51,300",12,Charles W. Scharf,Chairman &amp; Chief Executive Officer,Financials,Commercial Banks,"New York, N.Y.",,25,"51,300","$19,214.0",15.6%,"$4,266.0",4.3%,"$362,873.0",-,"$40,638.0",-,22.2%,1.2%,10.5%,4.04,8.6%,18.3%,12.9%,-10.9%,8.1%,7.2%,191,45521,Financials,14,67.5,0.93,8.0,269975,0.07
114,163,fluor,"$19,166.6",-1.8%,$224.8,17.5%,"$8,913.6","$5,137.6",-11,"53,349",-11,Carlos M. Hernandez,Interim Chief Executive Officer,Engineering &amp; Construction,"Engineering, Construction","Irving, Texas",,18,"53,349","$19,166.6",-1.8%,$224.8,17.5%,"$8,913.6",-,"$2,963.2",-,1.2%,2.5%,7.6%,1.59,16.9%,-17.1%,-8.7%,-36.7%,-15.4%,-2.0%,249,6770,Industrials,11,64.0,0.82,4.0,255219,0.18
115,166,occidentalpetroleum,"$18,934.0",42.6%,"$4,131.0",215.1%,"$43,854.0","$49,509.5",53,"11,000",53,Vicki A. Hollub,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Houston, Texas",,52,"11,000","$18,934.0",42.6%,"$4,131.0",215.1%,"$43,854.0",-,"$21,330.0",-,21.8%,9.4%,19.4%,5.39,217.1%,-5.9%,-4.3%,-13.2%,-3.9%,3.8%,27,56928,Energy,10,64.0,0.9,5.0,382609,0.2
116,168,genuineparts,"$18,735.1",14.9%,$810.5,31.4%,"$12,683.0","$16,350.1",8,"50,000",8,Paul D. Donahue,"President, Chief Executive Officer &amp; Director",Wholesalers,,"Atlanta, Ga.",,25,"50,000","$18,735.1",14.9%,$810.5,31.4%,"$12,683.0",-,"$3,450.5",-,4.3%,6.4%,23.5%,5.5,31.6%,4.6%,6.5%,4.2%,5.8%,13.3%,291,13758,Consumer Discretionary,12,63.5,0.67,10.0,244100,0.17
117,169,freeport-mcmoran,"$18,628.0",13.5%,"$2,602.0",43.2%,"$42,216.0","$18,678.4",6,"26,800",6,Richard C. Adkerson,"Vice Chairman, President &amp; Chief Executive Officer",Energy,"Mining, Crude-Oil Production","Phoenix, Ariz.",,14,"26,800","$18,628.0",13.5%,"$2,602.0",43.2%,"$42,216.0",-,"$9,798.0",-,14.0%,6.2%,26.6%,1.78,42.4%,-7.6%,-,-45.0%,-21.5%,0.7%,11,13604,Materials,16,70.5,0.81,8.5,456651,0.13
118,171,tenethealthcare,"$18,313.0",-11.2%,$111.0,-,"$22,409.0","$2,968.6",-25,"102,795",-25,Ronald A. Rittenmeyer,Chairman &amp; Chief Executive Officer,Health Care,,"Dallas, Texas",,25,"102,795","$18,313.0",-11.2%,$111.0,-,"$22,409.0",-,$-119.0,-,0.6%,0.5%,-,1.07,-,-,18.3%,13.1%,-16.5%,14.1%,86,3123,Health Care,10,66.5,0.9,10.0,314000,0.4
119,173,carmax,"$17,976.8",8.1%,$664.1,5.9%,"$17,486.3","$11,690.0",-,"25,110",-,William D. Nash,"President, Chief Executive Officer &amp; Director",Retailing,"Automotive Retailing, Services","Richmond, Va.",,16,"25,110","$17,976.8",8.1%,$664.1,5.9%,"$17,486.3",-,"$3,316.8",-,3.7%,3.8%,20.0%,3.6,10.4%,14.0%,15.8%,-2.2%,5.9%,23.1%,369,11957,Consumer Discretionary,12,58.5,0.92,8.0,222997,0.17
120,176,sherwin-williams,"$17,534.5",17.0%,"$1,108.7",-37.4%,"$19,134.3","$39,918.5",13,"53,368",13,John G. Morikis,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"Cleveland, Ohio",,62,"53,368","$17,534.5",17.0%,"$1,108.7",-37.4%,"$19,134.3",-,"$3,730.7",-,6.3%,5.8%,29.7%,11.67,-37.5%,10.0%,11.3%,-3.2%,17.7%,22.4%,410,24842,Materials,11,62.0,0.91,6.0,210496,0.18
121,177,emersonelectric,"$17,408.0",6.8%,"$2,203.0",45.1%,"$20,390.0","$42,083.0",-,"87,500",-,David N. Farr,Chairman &amp; Chief Executive Officer,Industrials,Industrial Machinery,"St. Louis, Mo.",,62,"87,500","$17,408.0",6.8%,"$2,203.0",45.1%,"$20,390.0",-,"$8,947.0",-,12.7%,10.8%,24.6%,3.46,47.2%,4.6%,1.2%,-11.9%,-0.1%,8.3%,261,31036,Industrials,12,63.0,0.83,8.0,251460,0.08
122,180,eogresources,"$17,275.4",54.1%,"$3,419.0",32.4%,"$33,934.5","$55,209.9",89,"2,800",89,William R. Thomas,Chairman &amp; Chief Executive Officer,Energy,"Mining, Crude-Oil Production","Houston, Texas",,11,"2,800","$17,275.4",54.1%,"$3,419.0",32.4%,"$33,934.5",-,"$19,364.2",-,19.8%,10.1%,17.7%,5.89,32.1%,7.9%,1.9%,-18.7%,1.5%,10.8%,28,47146,Energy,7,68.0,0.86,11.0,381332,0.14
123,181,appliedmaterials,"$17,253.0",18.7%,"$3,313.0",-3.5%,"$17,773.0","$37,652.9",19,"21,000",19,Gary E. Dickerson,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"Santa Clara, Calif.",,28,"21,000","$17,253.0",18.7%,"$3,313.0",-3.5%,"$17,773.0",-,"$6,839.0",-,19.2%,18.6%,48.4%,3.23,1.9%,72.7%,16.5%,-34.9%,14.9%,14.8%,168,20134,Information Technology,9,60.0,0.89,7.0,276097,0.11
124,182,pg&e,"$16,759.0",-2.2%,"$-6,851.0",-516.2%,"$76,995.0","$9,390.6",-15,"24,000",-15,William D. Johnson,"President, Chief Executive Officer &amp; Director",Energy,,"San Francisco, Calif.",,25,"24,000","$16,759.0",-2.2%,"$-6,851.0",-516.2%,"$76,995.0",-,"$12,651.0",-,-40.9%,-8.9%,-54.2%,-13.25,-512.8%,-,-,-47.0%,-7.5%,-1.4%,387,26190,Utilities,12,66.5,0.92,6.0,217580,0.25
125,183,nexteraenergy,"$16,727.0",-2.7%,"$6,638.0",23.4%,"$103,702.0","$92,439.3",-17,"14,300",-17,James L. Robo,"Chairman, President &amp; Chief Executive Officer",Energy,,"Juno Beach, Fla.",,25,"14,300","$16,727.0",-2.7%,"$6,638.0",23.4%,"$103,702.0",-,"$34,144.0",-,39.7%,6.4%,19.4%,13.88,22.0%,25.4%,13.1%,14.3%,18.6%,17.0%,301,47278,Utilities,13,64.0,0.92,6.0,240622,0.23
126,184,chrobinsonworldwide,"$16,631.2",11.8%,$664.5,31.6%,"$4,427.4","$11,948.8",8,"15,262",8,Robert C. Biesterfeld Jr.,Chief Executive Officer &amp; Director,Transportation,Transportation and Logistics,"Eden Prairie, Minn.",,18,"15,262","$16,631.2",11.8%,$664.5,31.6%,"$4,427.4",-,"$1,595.1",-,4.0%,15.0%,41.7%,4.73,32.5%,12.3%,8.6%,-3.6%,10.1%,6.6%,480,10046,Industrials,9,62.0,0.89,11.0,145000,0.33
127,185,gap,"$16,580.0",4.6%,"$1,003.0",18.3%,"$8,049.0","$9,911.7",-5,"135,000",-5,Arthur L. Peck,"President, Chief Executive Officer &amp; Director",Retailing,,"San Francisco, Calif.",,25,"135,000","$16,580.0",4.6%,"$1,003.0",18.3%,"$8,049.0",-,"$3,553.0",-,6.0%,12.5%,28.2%,2.59,21.0%,-1.1%,6.8%,-21.9%,-5.1%,9.5%,294,11071,Consumer Discretionary,10,59.5,0.7,8.5,243724,0.3
128,186,lincolnnational,"$16,424.0",15.2%,"$1,641.0",-21.1%,"$298,147.0","$11,992.0",18,"11,034",18,Dennis R. Glass,"President, Chief Executive Officer &amp; Director",Financials,,"Radnor, Pa.",,25,"11,034","$16,424.0",15.2%,"$1,641.0",-21.1%,"$298,147.0",-,"$14,350.0",-,10.0%,0.6%,11.4%,7.4,-19.7%,10.4%,42.1%,-32.0%,1.6%,12.1%,219,13242,Financials,11,70.0,0.91,9.0,261700,0.09
129,189,westrock,"$16,285.1",9.6%,"$1,906.1",169.1%,"$25,360.5","$9,793.5",4,"45,100",4,Steven C. Voorhees,"President, Chief Executive Officer &amp; Director",Materials,"Packaging, Containers","Atlanta, Ga.",,8,"45,100","$16,285.1",9.6%,"$1,906.1",169.1%,"$25,360.5",-,"$11,469.4",-,11.7%,7.5%,16.6%,7.34,165.0%,8.1%,21.2%,-38.4%,-1.7%,11.6%,496,14076,Materials,14,62.0,0.93,0.0,-1,0.21
130,192,cognizanttechnologysolutions,"$16,125.0",8.9%,"$2,101.0",39.7%,"$15,913.0","$41,665.9",2,"281,600",2,Brian Humphries,Chief Executive Officer &amp; Director,Technology,Information Technology Services,"Teaneck, N.J.",,9,"281,600","$16,125.0",8.9%,"$2,101.0",39.7%,"$15,913.0",-,"$11,424.0",-,13.0%,13.2%,18.4%,3.6,42.3%,12.3%,17.5%,-9.7%,5.0%,21.7%,258,41515,Information Technology,10,62.0,0.8,8.0,253454,0.1
131,193,drhorton,"$16,068.0",14.0%,"$1,460.3",40.6%,"$14,114.6","$15,452.2",17,"8,437",17,David V. Auld,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,Homebuilders,"Arlington, Texas",,17,"8,437","$16,068.0",14.0%,"$1,460.3",40.6%,"$14,114.6",-,"$8,984.4",-,9.1%,10.3%,16.3%,3.81,39.1%,23.4%,-,-31.3%,10.4%,18.5%,487,10797,Consumer Discretionary,5,65.0,0.8,12.0,77500,0.2
132,194,bectondickinson,"$15,983.0",32.2%,$311.0,-71.7%,"$53,904.0","$67,193.2",56,"76,032",56,Vincent A. Forlenza,Chairman &amp; Chief Executive Officer,Health Care,Medical Products and Equipment,"Franklin Lakes, N.J.",,53,"76,032","$15,983.0",32.2%,$311.0,-71.7%,"$53,904.0",-,"$20,992.0",-,1.9%,0.6%,1.5%,0.6,-87.0%,-37.9%,-18.2%,6.6%,17.2%,14.8%,240,29965,Health Care,14,65.0,0.86,10.0,256779,0.29
133,195,nordstrom,"$15,860.0",2.5%,$564.0,29.1%,"$7,886.0","$6,879.0",-13,"74,000",-13,,"Co-President, Principal Executive Officer &amp; Director",Retailing,General Merchandisers,"Seattle, Wash.",,25,"74,000","$15,860.0",2.5%,$564.0,29.1%,"$7,886.0",-,$873.0,-,3.6%,7.2%,64.6%,3.32,28.2%,-2.2%,6.1%,1.2%,-1.6%,16.9%,283,12274,Consumer Discretionary,14,55.0,0.79,9.0,245181,0.36
134,196,netflix,"$15,794.3",35.1%,"$1,211.2",116.7%,"$25,974.4","$155,673.6",64,"7,100",64,Reed Hastings,"Chairman, President &amp; Chief Executive Officer",Media,Entertainment,"Los Gatos, Calif.",,5,"7,100","$15,794.3",35.1%,"$1,211.2",116.7%,"$25,974.4",-,"$5,238.8",-,7.7%,4.7%,23.1%,2.68,114.4%,58.9%,30.4%,39.4%,38.5%,51.3%,62,46320,Consumer Discretionary,9,56.0,0.78,10.0,333963,0.33
135,198,texasinstruments,"$15,784.0",5.5%,"$5,580.0",51.5%,"$17,137.0","$99,559.2",-7,"29,888",-7,Richard K. Templeton,"Chairman, President &amp; Chief Executive Officer",Technology,Semiconductors and Other Electronic Components,"Dallas, Texas",,62,"29,888","$15,784.0",5.5%,"$5,580.0",51.5%,"$17,137.0",-,"$8,994.0",-,35.4%,32.6%,62.0%,5.59,54.8%,24.0%,14.4%,-7.2%,19.6%,22.7%,148,58216,Information Technology,12,60.5,0.92,11.0,282898,0.42
136,199,generalmills,"$15,740.4",0.8%,"$2,131.0",28.6%,"$30,624.0","$30,987.4",-18,"40,000",-18,Jeffrey L. Harmening,Chairman &amp; Chief Executive Officer,"Food, Beverages &amp; Tobacco",Food Consumer Products,"Minneapolis, Minn.",,65,"40,000","$15,740.4",0.8%,"$2,131.0",28.6%,"$30,624.0",-,"$6,141.1",-,13.5%,7.0%,34.7%,3.64,31.4%,5.5%,7.0%,-31.5%,-1.6%,5.9%,131,34731,Consumer Staples,11,65.0,0.91,10.0,292393,0.27
137,201,colgate-palmolive,"$15,544.0",0.6%,"$2,400.0",18.6%,"$12,161.0","$58,931.4",-18,"34,500",-18,Noel R. Wallace,"President, Chief Executive Officer &amp; Director",Household Products,Household and Personal Products,"New York, N.Y.",,65,"34,500","$15,544.0",0.6%,"$2,400.0",18.6%,"$12,161.0",-,$-102.0,-,15.4%,19.7%,-,2.75,20.6%,2.9%,4.2%,-19.1%,0.4%,8.2%,155,59510,Consumer Staples,11,63.0,0.91,8.0,279092,0.27
138,202,goodyeartire&rubber,"$15,475.0",0.6%,$693.0,100.3%,"$16,872.0","$4,215.6",-16,"64,000",-16,Richard J. Kramer,"Chairman, President &amp; Chief Executive Officer",Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Akron, Ohio",,65,"64,000","$15,475.0",0.6%,$693.0,100.3%,"$16,872.0",-,"$4,864.0",-,4.5%,4.1%,14.2%,2.89,110.9%,4.9%,-,-35.3%,-1.8%,13.8%,214,8830,Consumer Discretionary,13,62.0,0.85,5.0,262716,0.15
139,203,paypalholdings,"$15,451.0",18.0%,"$2,057.0",14.6%,"$43,332.0","$121,826.1",18,"21,800",18,Daniel H. Schulman,"President, Chief Executive Officer &amp; Director",Business Services,Financial Data Services,"San Jose, Calif.",,4,"21,800","$15,451.0",18.0%,"$2,057.0",14.6%,"$43,332.0",-,"$15,386.0",-,13.3%,4.7%,13.4%,1.71,16.3%,-,-,14.2%,-,-,499,43993,Information Technology,8,54.5,0.63,0.0,-1,0.13
140,204,ppgindustries,"$15,374.0",2.7%,"$1,341.0",-15.7%,"$16,015.0","$26,648.8",-14,"47,300",-14,Michael H. McGarry,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"Pittsburgh, Pa.",,65,"47,300","$15,374.0",2.7%,"$1,341.0",-15.7%,"$16,015.0",-,"$4,630.0",-,8.7%,8.4%,29.0%,5.47,-11.3%,-13.3%,12.9%,-11.0%,3.0%,19.6%,266,28073,Materials,11,64.0,0.82,10.0,250036,0.18
141,205,omnicomgroup,"$15,290.2",0.1%,"$1,326.4",21.9%,"$24,617.0","$16,327.2",-18,"70,400",-18,John D. Wren,Chairman &amp; Chief Executive Officer,Business Services,"Advertising, marketing","New York, N.Y.",,23,"70,400","$15,290.2",0.1%,"$1,326.4",21.9%,"$24,617.0",-,"$2,547.1",-,8.7%,5.4%,52.1%,5.83,25.4%,9.5%,6.3%,3.9%,2.5%,13.3%,229,18149,Consumer Discretionary,13,71.0,0.85,18.0,260000,0.23
142,206,celgene,"$15,281.0",17.5%,"$4,046.0",37.6%,"$35,480.0","$66,242.2",17,"8,852",17,Mark J. Alles,Chairman &amp; Chief Executive Officer,Health Care,Pharmaceuticals,"Summit, N.J.",,8,"8,852","$15,281.0",17.5%,"$4,046.0",37.6%,"$35,480.0",-,"$6,161.0",-,26.5%,11.4%,65.7%,5.51,51.4%,26.7%,-,-38.6%,-5.4%,8.8%,2,96407,Health Care,10,67.0,0.9,7.0,829699,0.3
143,207,jacobsengineeringgroup,"$14,984.6",49.5%,$163.4,-44.4%,"$12,645.8","$10,490.3",89,"77,600",89,Steven J. Demetriou,"Chairman, President &amp; Chief Executive Officer",Engineering &amp; Construction,"Engineering, Construction","Dallas, Texas",,19,"77,600","$14,984.6",49.5%,$163.4,-44.4%,"$12,645.8",-,"$5,854.3",-,1.1%,1.3%,2.8%,1.17,-51.7%,-18.4%,-10.1%,-10.6%,-1.1%,2.2%,243,4969,Industrials,11,67.0,0.91,6.0,256567,0.18
144,208,rossstores,"$14,983.5",6.0%,"$1,587.5",16.5%,"$6,073.7","$34,501.8",-,"88,100",-,Barbara Rentler,Chief Executive Officer &amp; Director,Retailing,,"Dublin, Calif.",,17,"88,100","$14,983.5",6.0%,"$1,587.5",16.5%,"$6,073.7",-,"$3,305.7",-,10.6%,26.1%,48.0%,4.26,20.0%,17.0%,22.0%,4.8%,18.5%,28.7%,404,20640,Consumer Discretionary,11,59.0,0.55,12.0,213033,0.18
145,210,mastercard,"$14,950.0",19.6%,"$5,859.0",49.7%,"$24,860.0","$241,550.3",26,"14,800",26,Ajay Banga,"President, Chief Executive Officer &amp; Director",Business Services,Financial Data Services,"Purchase, N.Y.",,11,"14,800","$14,950.0",19.6%,"$5,859.0",49.7%,"$24,860.0",-,"$5,395.0",-,39.2%,23.6%,108.6%,5.6,53.4%,16.9%,-,25.3%,18.5%,30.0%,161,111210,Information Technology,13,59.0,0.92,7.0,278087,0.23
146,212,wastemanagement,"$14,914.0",3.0%,"$1,925.0",-1.2%,"$22,650.0","$44,128.7",-11,"43,700",-11,James C. Fish Jr.,"President, Chief Executive Officer &amp; Director",Business Services,Waste Management,"Houston, Texas",,21,"43,700","$14,914.0",3.0%,"$1,925.0",-1.2%,"$22,650.0",-,"$6,275.0",-,12.9%,8.5%,30.7%,4.45,0.9%,84.2%,7.3%,5.3%,17.7%,14.0%,236,24003,Industrials,10,67.0,0.9,9.5,257500,0.2
147,213,illinoistoolworks,"$14,768.0",3.2%,"$2,563.0",51.9%,"$14,870.0","$46,922.6",-10,"48,000",-10,E. Scott Santi,Chairman &amp; Chief Executive Officer,Industrials,Industrial Machinery,"Glenview, Ill.",,38,"48,000","$14,768.0",3.2%,"$2,563.0",51.9%,"$14,870.0",-,"$3,254.0",-,17.4%,17.2%,78.8%,7.6,56.4%,15.2%,10.1%,-22.3%,10.9%,16.5%,254,33419,Industrials,11,58.0,0.91,5.0,254943,0.18
148,214,ecolab,"$14,668.2",6.0%,"$1,429.1",-5.3%,"$20,074.5","$50,908.2",-,"49,000",-,Douglas M. Baker Jr.,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"St. Paul, Minn.",,32,"49,000","$14,668.2",6.0%,"$1,429.1",-5.3%,"$20,074.5",-,"$8,003.2",-,9.7%,7.1%,17.9%,4.88,-4.9%,9.1%,10.5%,11.1%,8.4%,16.8%,316,35514,Materials,16,59.0,0.88,6.5,239020,0.25
149,216,cbs,"$14,514.0",-1.3%,"$1,960.0",449.0%,"$21,859.0","$17,727.3",-20,"14,750",-20,Joseph R. Ianniello,"President, Interim Chief Executive Officer &amp; Director",Media,Entertainment,"New York, N.Y.",,25,"14,750","$14,514.0",-1.3%,"$1,960.0",449.0%,"$21,859.0",-,"$2,804.0",-,13.5%,9.0%,69.9%,5.14,484.1%,11.3%,-,-24.9%,-6.2%,20.2%,82,22587,Consumer Discretionary,14,74.5,0.57,9.0,317762,0.14
150,217,parker-hannifin,"$14,302.4",18.9%,"$1,060.8",7.9%,"$15,320.1","$22,201.7",38,"57,170",38,Thomas L. Williams,Chairman &amp; Chief Executive Officer,Industrials,Industrial Machinery,"Cleveland, Ohio",,53,"57,170","$14,302.4",18.9%,"$1,060.8",7.9%,"$15,320.1",-,"$5,859.9",-,7.4%,6.9%,18.1%,7.83,8.0%,4.6%,3.5%,-24.0%,4.9%,15.5%,269,14257,Industrials,14,62.5,0.79,9.5,249686,0.14
151,219,dteenergy,"$14,212.0",12.7%,"$1,120.0",-1.2%,"$36,288.0","$22,854.2",12,"10,600",12,Gerard M. Anderson,Chairman &amp; Chief Executive Officer,Energy,,"Detroit, Mich.",,25,"10,600","$14,212.0",12.7%,"$1,120.0",-1.2%,"$36,288.0",-,"$10,237.0",-,7.9%,3.1%,10.9%,6.17,-2.4%,10.4%,6.3%,4.2%,14.5%,16.6%,403,14643,Utilities,12,64.5,0.92,6.5,213451,0.17
152,220,blackrock,"$14,198.0",13.7%,"$4,305.0",-13.4%,"$159,573.0","$67,538.1",16,"14,900",16,Laurence D. Fink,Chairman &amp; Chief Executive Officer,Financials,Securities,"New York, N.Y.",,12,"14,900","$14,198.0",13.7%,"$4,305.0",-13.4%,"$159,573.0",-,"$32,374.0",-,30.3%,2.7%,13.3%,26.58,-12.1%,9.5%,16.2%,-21.6%,7.0%,14.2%,206,58447,Financials,19,63.0,0.79,6.0,264480,0.21
153,223,kindermorgan,"$14,144.0",3.2%,"$1,609.0",779.2%,"$78,866.0","$45,294.8",-6,"11,012",-6,Steven J. Kean,Chief Executive Officer &amp; Director,Energy,Pipelines,"Houston, Texas",,16,"11,012","$14,144.0",3.2%,"$1,609.0",779.2%,"$78,866.0",-,"$33,678.0",-,11.4%,2.0%,4.8%,0.66,6500.0%,-10.5%,-,-11.2%,-12.2%,-,436,61031,Energy,16,69.5,0.5,3.5,200000,0.06
154,225,loews,"$14,066.0",2.4%,$636.0,-45.4%,"$78,316.0","$14,920.6",-9,"17,900",-9,James S. Tisch,"President, Chief Executive Officer &amp; Director",Financials,,"New York, N.Y.",,31,"17,900","$14,066.0",2.4%,$636.0,-45.4%,"$78,316.0",-,"$18,518.0",-,4.5%,0.8%,3.4%,1.99,-42.3%,5.4%,-14.1%,-8.5%,-0.6%,5.5%,461,13237,Financials,14,64.0,0.71,11.5,176679,0.07
155,227,stanleyblack&decker,"$13,982.4",9.7%,$605.2,-50.6%,"$19,408.0","$20,610.3",-,"60,767",-,James M. Loree,"President, Chief Executive Officer &amp; Director",Household Products,"Home Equipment, Furnishings","New Britain, Conn.",,52,"60,767","$13,982.4",9.7%,$605.2,-50.6%,"$19,408.0",-,"$7,836.2",-,4.3%,3.1%,7.7%,3.99,-50.4%,5.2%,0.2%,-28.1%,10.4%,16.0%,224,15867,Industrials,11,64.0,0.91,5.0,260349,0.27
156,228,textron,"$13,972.0",-1.6%,"$1,222.0",298.0%,"$14,264.0","$11,846.7",-21,"35,000",-21,Scott C. Donnelly,"Chairman, President &amp; Chief Executive Officer",Aerospace &amp; Defense,Aerospace and Defense,"Providence, R.I.",,65,"35,000","$13,972.0",-1.6%,"$1,222.0",298.0%,"$14,264.0",-,"$5,192.0",-,8.7%,8.6%,23.5%,4.83,323.7%,22.5%,9.5%,-18.6%,4.8%,13.2%,268,11540,Industrials,11,67.0,0.91,11.0,249750,0.09
157,232,stryker,"$13,601.0",9.3%,"$3,553.0",248.3%,"$27,229.0","$73,695.7",7,"36,000",7,Kevin A. Lobo,Chairman &amp; Chief Executive Officer,Health Care,Medical Products and Equipment,"Kalamazoo, Mich.",,17,"36,000","$13,601.0",9.3%,"$3,553.0",248.3%,"$27,229.0",-,"$11,730.0",-,26.1%,13.0%,30.3%,9.34,248.5%,28.8%,12.9%,2.4%,17.4%,16.2%,140,35953,Health Care,9,60.0,0.67,6.0,288496,0.22
158,233,kellogg,"$13,547.0",4.8%,"$1,336.0",5.3%,"$17,780.0","$19,722.6",-8,"34,000",-8,Steven A. Cahillane,"Chairman, President &amp; Chief Executive Officer","Food, Beverages &amp; Tobacco",Food Consumer Products,"Battle Creek, Mich.",,65,"34,000","$13,547.0",4.8%,"$1,336.0",5.3%,"$17,780.0",-,"$2,601.0",-,9.9%,7.5%,51.4%,3.83,5.8%,-5.0%,2.5%,-13.3%,1.6%,5.8%,231,24934,Consumer Staples,13,64.0,0.85,5.0,260000,0.38
159,234,biogen,"$13,452.9",9.6%,"$4,430.7",74.5%,"$25,288.9","$46,498.0",10,"7,800",10,Michel Vounatsos,Chief Executive Officer &amp; Director,Health Care,Pharmaceuticals,"Cambridge, Mass.",,10,"7,800","$13,452.9",9.6%,"$4,430.7",74.5%,"$25,288.9",-,"$13,039.6",-,32.9%,17.5%,34.0%,21.58,81.0%,22.5%,23.3%,-5.5%,3.1%,21.2%,25,64755,Health Care,11,63.0,0.91,6.0,389134,0.27
160,235,alcoa,"$13,403.0",15.0%,$227.0,4.6%,"$15,938.0","$5,224.1",26,"14,000",26,Roy C. Harvey,"President, Chief Executive Officer &amp; Director",Materials,Metals,"Pittsburgh, Pa.",,3,"14,000","$13,403.0",15.0%,$227.0,4.6%,"$15,938.0",-,"$5,389.0",-,1.7%,1.4%,4.2%,1.2,3.4%,-,-,-50.7%,-,-,300,11699,Materials,12,66.0,0.92,7.0,241000,0.25
