,Company,Market Value (M),rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Market Cap (M),Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub,HBR Ranked,GD Ranked,GD & HBR Ranked,MarketSize: < 250 million,"MarketSize: 250 ~ 1,000 million","MarketSize: 1,001 ~ 5,000 million","MarketSize: 5,001 ~ 50,000 million",MarketSize: 50 Billion +,Aerospace & Defense,Apparel,Business Services,Chemicals,Energy,Engineering & Construction,Financials,Food & Drug Stores,"Food, Beverages & Tobacco",Health Care,"Hotels, Restaurants & Leisure",Household Products,Industrials,Materials,Media,Motor Vehicles & Parts,Retailing,Technology,Telecommunications,Transportation,Wholesalers,State,Region,Midwest,Northeast,South,West,Division,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
504,spectrumbrandsholdings,2695.0,-83.0,13000.0,,David M. Maura,Chairman &amp; Chief Executive Officer,Household Products,Household and Personal Products,"Middleton, Wis.",,,13000.0,5505.5,-17.2,768.3,624.8,7747.7,,1581.3,,14.0,9.9,48.6,20.74,531.2,,,-59.2,-10.2,1.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Wisconsin,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
505,securianfinancial,,-44.0,5300.0,,Christopher M. Hilger,"Chairman, President &amp; Chief Executive Officer",Financials,,"St. Paul, Minn.",,,5300.0,5495.8,-9.4,322.4,-23.0,51887.8,,4833.3,,5.9,0.6,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
506,diplomatpharmacy,432.8,49.0,2234.0,,Brian Griffin,Chairman &amp; Chief Executive Officer,Health Care,,"Flint, Mich.",,,2234.0,5492.5,22.5,-302.3,-2048.9,1476.4,,465.1,,-5.5,-20.5,-65.0,-4.07,-1869.6,,,-32.9,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Michigan,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
507,fortunebrandshome&security,6707.0,1.0,25300.0,,Christopher J. Klein,Chief Executive Officer &amp; Director,Household Products,"Home Equipment, Furnishings","Deerfield, Ill.",,,25300.0,5485.1,3.8,389.6,-17.6,5964.6,,2178.2,,7.1,6.5,17.9,2.66,-12.2,14.7,,-43.6,-2.5,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
508,tdameritradeholding,28051.5,121.0,9183.0,,Timothy D. Hockey,"President, Chief Executive Officer &amp; Director",Financials,Securities,"Omaha, Neb.",,,9183.0,5473.0,48.5,1473.0,68.9,37520.0,,8003.0,,26.9,3.9,18.4,2.59,57.9,16.2,6.9,-2.6,11.8,15.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nebraska,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
509,patterson,2079.4,-20.0,7700.0,,Mark S. Walchirk,"President, Chief Executive Officer &amp; Director",Health Care,,"St. Paul, Minn.",,,7700.0,5465.7,-2.3,201.0,17.6,3471.7,,1461.8,,3.7,5.8,13.7,2.16,20.7,1.2,2.5,-43.4,-11.6,2.3,4893.0,Health Care,8.0,61.5,0.75,6.0,169093.0,0.38,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
510,domtar,3124.2,6.0,10000.0,,John D. Williams,"President, Chief Executive Officer &amp; Director",Materials,Forest and Paper Products,"Fort Mill, S.C.",,,10000.0,5455.0,5.8,283.0,,4925.0,,2538.0,,5.2,5.7,11.2,4.48,,26.9,,-26.4,-2.0,16.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,South Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
511,fmglobal,,22.0,5475.0,,Thomas A. Lawson,Chairman &amp; Chief Executive Officer,Financials,,"Johnston, R.I.",,,5475.0,5427.3,11.3,161.4,-36.5,22207.5,,11826.9,,3.0,0.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rhode Island,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
512,crowncastleinternational,53192.8,60.0,5000.0,,Jay A. Brown,"President, Chief Executive Officer &amp; Director",Financials,Real estate,"Houston, Texas",,,5000.0,5423.0,24.5,671.0,50.9,32785.0,,12034.0,,12.4,2.0,4.6,1.34,32.7,38.8,,1.7,12.1,22.2,28524.0,Financials,12.0,-1.0,0.75,-1.0,79375.0,0.08,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
513,mccormick,19874.0,25.0,11600.0,,Lawrence E. Kurzius,"Chairman, President &amp; Chief Executive Officer","Food, Beverages &amp; Tobacco",Food Consumer Products,"Hunt Valley, Md.",,,11600.0,5408.9,11.9,933.4,95.5,10256.4,,3170.9,,17.3,9.1,29.4,7.0,88.2,19.2,13.7,39.1,17.4,18.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
514,cincinnatifinancial,14012.7,-31.0,4999.0,,Steven J. Johnston,"President, Chief Executive Officer &amp; Director",Financials,,"Fairfield, Ohio",,,4999.0,5407.5,-5.7,287.1,-72.5,21934.8,,7833.1,,5.3,1.3,3.7,1.75,-72.2,-10.9,-4.0,6.3,11.8,15.0,9868.0,Financials,15.0,60.0,0.67,11.0,186585.0,0.13,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
515,hanoverinsurance,4645.5,-2.0,4200.0,,John C. Roche,"President, Chief Executive Officer &amp; Director",Financials,,"Worcester, Mass.",,,4200.0,5406.7,4.3,391.0,110.0,12399.7,,2954.7,,7.2,3.2,13.2,9.09,109.9,10.2,36.7,10.1,16.9,13.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
516,conduent,2926.4,-51.0,82000.0,,Clifford A. Skelton,Chief Executive Officer &amp; Director,Business Services,Diversified Outsourcing Services,"Florham Park, N.J.",,,82000.0,5393.0,-10.4,-416.0,-329.8,6680.0,,3364.0,,-7.7,-6.2,-12.4,-2.06,-348.2,,,-34.2,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
517,sonocoproducts,6155.1,5.0,23000.0,,Robert C. Tiede,"President, Chief Executive Officer &amp; Director",Materials,"Packaging, Containers","Hartsville, S.C.",,,23000.0,5390.9,7.0,313.6,78.8,4583.5,,1759.1,,5.8,6.8,17.8,3.1,78.2,8.8,6.6,3.0,8.2,12.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,South Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
518,troweprice,23699.0,21.0,7022.0,,William J. Stromberg,"President, Chief Executive Officer &amp; Director",Financials,Securities,"Baltimore, Md.",,,7022.0,5372.6,12.1,1837.5,22.7,7689.3,,6124.3,,34.2,23.9,30.0,7.27,21.8,13.3,14.9,-9.7,5.2,13.2,18987.0,Financials,14.0,64.0,0.79,8.0,335119.0,0.21,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
519,cerner,18556.7,-1.0,29200.0,,D. Brent Shafer,Chairman &amp; Chief Executive Officer,Health Care,,"North Kansas City, Mo.",,,29200.0,5366.3,4.4,630.1,-27.3,6708.6,,4928.4,,11.7,9.4,12.8,1.89,-26.5,10.8,12.8,-22.2,-1.2,18.5,22874.0,Health Care,9.0,67.0,0.67,10.0,317228.0,0.11,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Missouri,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
520,knight-swifttransportationholdings,5653.9,328.0,22700.0,,David A. Jackson,"President, Chief Executive Officer &amp; Director",Transportation,"Trucking, Truck Leasing","Phoenix, Ariz.",,,22700.0,5344.1,120.3,419.3,-13.4,7911.9,,5460.9,,7.8,5.3,7.7,2.36,-45.6,9.3,,-42.3,-3.9,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Arizona,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
521,rpminternational,7640.7,6.0,14540.0,,Frank C. Sullivan,"Chairman, President &amp; Chief Executive Officer",Chemicals,Chemicals,"Medina, Ohio",,,14540.0,5321.6,7.3,337.8,85.8,5271.8,,1630.8,,6.3,6.4,20.7,2.5,83.8,27.6,20.4,14.8,9.7,19.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
522,michaelscos,1801.8,-18.0,29500.0,,Mark S. Cosby,Interim Chief Executive Officer &amp; Director,Retailing,,"Irving, Texas",,,29500.0,5271.9,-1.7,319.5,-18.2,2128.3,,-1626.2,,6.1,15.0,,1.86,-11.4,,,-44.0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
523,huntingtonbancshares,13326.1,20.0,15693.0,,Stephen D. Steinour,"Chairman, President &amp; Chief Executive Officer",Financials,Commercial Banks,"Columbus, Ohio",,,15693.0,5270.0,11.2,1393.0,17.5,108781.0,,11102.0,,26.4,1.3,12.5,1.2,20.0,10.8,,-15.5,7.0,6.9,8739.0,Financials,11.0,60.0,0.82,6.0,206992.0,0.18,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
524,biglots,1522.6,-15.0,23250.0,,Bruce K. Thorn,"President, Chief Executive Officer &amp; Director",Retailing,,"Columbus, Ohio",,,23250.0,5238.1,-0.6,156.9,-17.4,2023.3,,693.0,,3.0,7.8,22.6,3.83,-12.6,12.1,7.5,-46.8,-0.2,8.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ohio,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
525,kkr,19557.0,-56.0,1301.0,,,Co-Chairman &amp; Co-Chief Executive Officer,Financials,Securities,"New York, N.Y.",,,1301.0,5222.4,-11.9,1131.1,11.1,50743.4,,8649.6,,21.7,2.2,13.1,2.06,5.6,-2.2,,-4.2,1.1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
526,sproutsfarmersmarket,2663.9,23.0,30000.0,,Bradley S. Lukow,Interim Chief Executive Officer &amp; Director,Food &amp; Drug Stores,Food and Drug Stores,"Phoenix, Ariz.",,,30000.0,5207.3,11.6,158.5,0.1,1675.6,,589.2,,3.0,9.5,26.9,1.22,6.1,26.9,,-3.4,-9.4,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Arizona,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
527,xylem,14191.8,19.0,17000.0,,Patrick K. Decker,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Rye Brook, N.Y.",,,17000.0,5207.0,10.6,549.0,65.9,7222.0,,2768.0,,10.5,7.6,19.8,3.03,65.6,20.0,,-1.0,15.6,,6530.0,Industrials,11.0,64.0,0.82,4.0,225986.0,0.09,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
528,underarmour,8935.8,-2.0,11000.0,,Kevin A. Plank,Chairman &amp; Chief Executive Officer,Apparel,Apparel,"Baltimore, Md.",,,11000.0,5193.2,4.4,-46.3,,4245.0,,2016.9,,-0.9,-1.1,-2.3,-0.1,,,,22.5,-4.1,19.5,20505.0,Consumer Discretionary,10.0,59.5,0.7,10.0,137500.0,0.1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
529,ropertechnologies,35430.8,22.0,15611.0,,L. Neil Hunn,"President, Chief Executive Officer &amp; Director",Technology,"Scientific,Photographic and Control Equipment","Sarasota, Fla.",,,15611.0,5191.2,12.7,944.4,-2.8,15249.5,,7738.5,,18.2,6.2,12.2,9.05,-3.6,11.0,11.5,3.5,14.7,20.6,18759.0,Industrials,10.0,66.5,0.9,11.5,621260.0,0.2,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
530,lplfinancialholdings,5873.9,51.0,4229.0,,Dan H. Arnold,"President, Chief Executive Officer &amp; Director",Financials,Securities,"Boston, Mass.",,,4229.0,5188.4,21.2,439.5,84.0,5477.5,,974.1,,8.5,8.0,45.1,4.85,87.3,23.0,,8.6,7.8,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
531,brunswick,4380.6,-1.0,16038.0,,David M. Foulkes,Chief Executive Officer &amp; Director,Transportation,Transportation Equipment,"Mettawa, Ill.",,,16038.0,5159.2,5.3,265.3,81.2,4285.7,,1582.6,,5.1,6.2,16.8,3.01,85.8,-18.2,,-14.8,1.3,28.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
532,electronicarts,30447.9,4.0,9300.0,,Andrew Wilson,Chief Executive Officer &amp; Director,Media,Entertainment,"Redwood City, Calif.",,,9300.0,5150.0,6.3,1043.0,7.9,8584.0,,4595.0,,20.3,12.2,22.7,3.34,8.4,60.9,,-24.9,28.0,17.3,22467.0,Information Technology,9.0,54.0,0.78,6.0,336869.0,0.11,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
533,terex,2262.0,38.0,11700.0,,John L. Garrison Jr.,"President, Chief Executive Officer &amp; Director",Industrials,Construction and Farm Machinery,"Westport, Conn.",,,11700.0,5125.0,17.5,113.7,-11.7,3485.9,,860.5,,2.2,3.3,13.2,1.48,8.8,-5.2,7.5,-42.2,-7.2,5.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Connecticut,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
534,nisource,10675.7,,8087.0,,Joseph J. Hamrock,"President, Chief Executive Officer &amp; Director",Energy,,"Merrillville, Ind.",,,8087.0,5114.5,4.9,-50.6,-139.4,21804.0,,5750.9,,-1.0,-0.2,-0.9,-0.18,-146.2,,,1.9,18.4,24.6,6090.0,Utilities,8.0,59.5,0.88,5.0,227238.0,0.25,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
535,telephone&datasystems,3497.8,-15.0,9400.0,,LeRoy T. Carlson Jr.,"President, Chief Executive Officer &amp; Director",Telecommunications,Telecommunications,"Chicago, Ill.",,,9400.0,5109.0,1.3,135.0,-11.8,9783.0,,4560.0,,2.6,1.4,3.0,1.17,-14.6,-1.9,4.8,19.6,7.0,3.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
536,yrcworldwide,226.4,-5.0,31000.0,,Darren D. Hawkins,Chief Executive Officer &amp; Director,Transportation,"Trucking, Truck Leasing","Overland Park, Kans.",,,31000.0,5092.0,4.1,20.2,,1617.1,,-305.5,,0.4,1.2,,0.6,,,,-78.1,-28.9,-58.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kansas,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
537,selectmedicalholdings,1906.0,23.0,40400.0,,David S. Chernow,"President, Chief Executive Officer &amp; Director",Health Care,,"Mechanicsburg, Pa.",,,40400.0,5081.3,14.4,137.8,-22.2,5964.3,,803.0,,2.7,2.3,17.2,1.02,-23.3,4.5,,-13.0,6.5,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
538,equinix,37933.0,32.0,7903.0,,Charles J. Meyers,"President, Chief Executive Officer &amp; Director",Financials,Real estate,"Redwood City, Calif.",,,7903.0,5071.7,16.1,365.4,56.8,20244.6,,7219.3,,7.2,1.8,5.1,4.56,52.0,19.3,3.3,-20.5,18.3,22.7,16995.0,Financials,8.0,58.5,0.75,8.0,334975.0,0.0,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
539,boisecascade,1043.0,22.0,6210.0,,Thomas K. Corrick,Chief Executive Officer &amp; Director,Wholesalers,,"Boise, Idaho",,,6210.0,4995.3,12.7,20.5,-75.3,1581.2,,672.6,,0.4,1.3,3.0,0.52,-75.5,-29.1,,-38.2,-3.5,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Idaho,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
540,nobleenergy,11959.0,42.0,2330.0,,David L. Stover,Chairman &amp; Chief Executive Officer,Energy,"Mining, Crude-Oil Production","Houston, Texas",,,2330.0,4986.0,17.2,-66.0,,21010.0,,9426.0,,-1.3,-0.3,-0.7,-0.14,,,,-34.7,-21.7,-1.5,15380.0,Energy,11.0,64.0,0.73,10.0,300039.0,0.09,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
541,schneidernational,3739.6,25.0,19400.0,,Mark B. Rourke,Chief Executive Officer &amp; Director,Transportation,"Trucking, Truck Leasing","Green Bay, Wis.",,,19400.0,4977.0,13.5,268.9,-31.0,3624.5,,2132.3,,5.4,7.4,12.6,1.52,-33.3,,,-34.0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Wisconsin,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
542,genesishealthcare,233.0,-39.0,61300.0,,George V. Hager Jr.,Chief Executive Officer &amp; Director,Health Care,,"Kennett Square, Pa.",,,61300.0,4976.7,-7.4,-235.2,,4263.6,,-1339.5,,-4.7,-5.5,,-2.33,,,,54.7,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
543,fastenal,18402.8,22.0,21644.0,,Daniel L. Florness,"President, Chief Executive Officer &amp; Director",Wholesalers,,"Winona, Minn.",,,21644.0,4965.1,13.1,751.9,29.9,3321.5,,2302.6,,15.1,22.6,32.7,1.31,30.3,11.7,10.8,-1.7,4.6,14.3,11344.0,Industrials,10.0,53.0,0.7,6.0,89000.0,0.2,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Minnesota,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
544,commercialmetals,2014.1,-20.0,8900.0,,Barbara R. Smith,"Chairman, President &amp; Chief Executive Officer",Materials,Metals,"Irving, Texas",,,8900.0,4948.4,-1.0,138.5,198.9,3328.3,,1493.4,,2.8,4.2,9.3,1.17,200.0,12.1,-5.1,-23.2,-2.1,6.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
545,eqt,5283.8,137.0,863.0,,Robert J. McNally,"President, Chief Executive Officer &amp; Director",Energy,Energy,"Pittsburgh, Pa.",,,863.0,4946.7,46.4,-2244.6,-248.8,20721.3,,10958.2,,-45.4,-10.8,-20.5,-8.6,-207.0,,,-38.4,-17.0,1.3,10078.0,Energy,12.0,64.5,0.92,9.0,261414.0,0.25,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
546,agilenttechnologies,25521.9,11.0,14800.0,,Michael R. McMullen,"President, Chief Executive Officer &amp; Director",Technology,"Scientific,Photographic and Control Equipment","Santa Clara, Calif.",,,14800.0,4914.0,9.9,316.0,-53.8,8541.0,,4567.0,,6.4,3.7,6.9,0.97,-53.8,-14.6,-6.4,1.6,11.4,20.4,12513.0,Health Care,9.0,66.0,0.78,9.0,280000.0,0.11,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
547,kbr,2691.9,41.0,25000.0,,Stuart Bradie,"President, Chief Executive Officer &amp; Director",Engineering &amp; Construction,"Engineering, Construction","Houston, Texas",,,25000.0,4913.0,17.8,281.0,-35.3,5072.0,,1718.0,,5.7,5.5,16.4,1.99,-35.0,31.8,0.4,-22.2,-12.2,1.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
548,neimanmarcus,,-1.0,13500.0,,Geoffroy van Raemdonck,"President, Chief Executive Officer &amp; Director",Retailing,,"Dallas, Texas",,,13500.0,4900.4,4.1,251.1,,7545.9,,759.2,,5.1,3.3,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
549,nortonlifelock,14695.6,36.0,11830.0,,Vincent Pilette,Chief Executive Officer &amp; Director,Technology,Computer Software,"Mountain View, Calif.",,,11830.0,4888.0,16.6,1138.0,,15759.0,,5023.0,,23.3,7.2,22.7,1.7,,9.5,12.6,-31.8,1.3,6.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
550,chipotlemexicangrill,19693.7,6.0,73000.0,,Brian R. Niccol,Chief Executive Officer &amp; Director,"Hotels, Restaurants &amp; Leisure",Food Services,"Newport Beach, Calif.",,,73000.0,4865.0,8.7,176.6,0.2,2265.5,,1441.3,,3.6,7.8,12.2,6.31,2.3,-9.6,10.3,49.4,-4.1,21.4,19967.0,Consumer Discretionary,9.0,60.0,0.67,16.0,216513.0,0.11,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
